pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
Kepler-1523,Kepler-1523,0.97,0.06,0.07,0.96,0.09,0.16,4.370,2.660,3.800,,,0.000,0.174,0.142,5708.00,158.59,150.00,,14.860,,,
Kepler-1524,Kepler-1524,1.17,0.10,0.18,1.25,0.19,0.52,2.880,1.170,1.220,,,0.040,0.160,0.135,6179.00,210.53,148.99,,12.720,,,
Kepler-1525,Kepler-1525,1.07,0.03,0.03,1.04,0.04,0.06,2.820,1.320,1.780,,,0.270,0.066,0.070,5748.00,66.29,70.33,,12.737,,,
Kepler-1526,Kepler-1526,0.73,0.04,0.03,0.69,0.03,0.03,4.680,2.690,5.990,,,-0.010,0.144,0.136,4601.00,73.91,88.57,,15.646,,,
Kepler-1527,Kepler-1527,1.21,0.10,0.17,1.32,0.20,0.52,2.820,1.080,0.914,,,0.070,0.144,0.142,6224.00,166.75,111.75,,15.130,,,
Kepler-1528,Kepler-1528,1.03,0.06,0.06,1.03,0.09,0.17,3.890,2.160,2.600,,,0.030,0.171,0.135,5857.00,92.52,88.96,,14.496,,,
Kepler-1529,Kepler-1529,0.81,0.04,0.04,0.77,0.04,0.03,4.790,2.980,5.950,,,-0.030,0.150,0.136,5048.00,97.92,65.08,,15.362,,,
Kepler-1530,Kepler-1530,0.92,0.04,0.04,0.88,0.05,0.09,4.270,2.650,5.800,,,0.030,0.166,0.141,5477.00,65.13,62.89,,14.026,,,
Kepler-1531,Kepler-1531,1.16,0.12,0.20,1.27,0.21,0.55,2.820,1.030,1.390,,,-0.030,0.217,0.133,6260.00,182.91,161.61,,13.194,,,
Kepler-1532,Kepler-1532,0.91,0.06,0.06,0.88,0.07,0.11,4.270,2.590,5.240,,,-0.100,0.175,0.159,5559.00,75.54,129.54,,14.815,,,
Kepler-1533,Kepler-1533,1.31,0.15,0.22,1.51,0.30,0.65,2.190,0.643,0.989,,,0.030,0.159,0.127,6431.00,226.69,243.97,,13.215,,,
Kepler-1534,Kepler-1534,0.90,0.05,0.05,0.86,0.06,0.09,4.570,2.880,6.020,,,-0.010,0.167,0.136,5442.00,110.47,130.03,,15.665,,,
Kepler-1535,Kepler-1535,1.08,0.04,0.04,1.11,0.08,0.10,3.470,1.560,1.650,,,0.000,0.082,0.078,6021.00,92.04,94.56,,14.208,,,
Kepler-1536,Kepler-1536,0.71,0.05,0.04,0.67,0.04,0.03,2.950,1.420,5.660,,,0.050,0.198,0.166,4434.00,76.77,69.95,,15.188,,,
Kepler-1537,Kepler-1537,0.81,0.05,0.04,0.77,0.04,0.04,5.010,2.950,5.880,,,-0.080,0.160,0.159,5079.00,78.80,106.90,,14.536,,,
Kepler-1538,Kepler-1538,1.03,0.06,0.05,1.03,0.09,0.26,4.370,2.570,2.800,,,0.020,0.167,0.137,5837.00,71.61,68.83,,15.245,,,
Kepler-1539,Kepler-1539,0.84,0.04,0.04,0.80,0.04,0.05,4.790,2.870,6.080,,,-0.010,0.171,0.156,5176.00,57.95,55.53,,15.307,,,
Kepler-1540,Kepler-1540,0.74,0.04,0.03,0.69,0.03,0.03,2.510,1.100,5.320,,,0.100,0.196,0.154,4540.00,88.20,69.37,,14.073,,,
Kepler-1541,Kepler-1541,0.86,0.04,0.04,0.81,0.04,0.06,4.470,2.740,6.150,,,-0.040,0.164,0.152,5282.00,78.58,75.06,,13.801,,,
HD 68402,HD 68402,1.12,0.05,0.05,1.02,0.05,0.05,2.000,3.000,3.000,,,0.290,0.100,0.100,5950.00,100.00,100.00,,9.110,,,
HD 72892,HD 72892,1.02,0.05,0.05,1.22,0.06,0.06,8.000,3.000,3.000,,,0.250,0.100,0.100,5688.00,100.00,100.00,,8.830,,,
HD 128356,HD 128356,0.65,0.05,0.05,0.85,0.02,0.02,10.000,5.000,5.000,,,0.170,0.100,0.100,4875.00,100.00,100.00,,8.290,,,
HD 147873,HD 147873,1.38,0.05,0.05,2.29,0.10,0.10,4.000,3.000,3.000,,,0.030,0.100,0.100,5972.00,100.00,100.00,,7.960,,,
HD 165155,HD 165155,1.02,0.05,0.05,0.95,0.11,0.11,11.000,4.000,4.000,,,0.090,0.100,0.100,5426.00,100.00,100.00,,9.360,,,
HD 224538,HD 224538,1.34,0.05,0.05,1.54,0.06,0.06,2.000,3.000,3.000,,,0.270,0.100,0.100,6097.00,100.00,100.00,,8.060,,,
2MASS J22362452+4751425,2MASS J22362452+4751425,0.60,0.05,0.05,,,,0.120,0.010,0.010,,,,,,4045.00,35.00,35.00,,12.510,0.030,0.030,
WASP-85 A,WASP-85 A,1.09,0.08,0.08,0.94,0.02,0.02,,,,,,,,,6112.00,27.00,27.00,,10.720,0.076,0.076,
WASP-113,WASP-113,1.32,0.07,0.07,1.61,0.12,0.09,6.200,3.800,1.600,,,0.100,0.090,0.090,5890.00,140.00,140.00,,11.771,0.045,0.045,
WASP-114,WASP-114,1.29,0.05,0.05,1.43,0.06,0.06,4.300,1.300,1.400,,,0.140,0.070,0.070,5940.00,140.00,140.00,,12.743,0.148,0.148,
KIC 7917485,KIC 7917485,1.63,0.12,0.15,,,,,,,,,-0.020,0.150,0.150,7067.00,192.00,192.00,,13.200,,,
HD 87646,HD 87646,1.12,0.09,0.09,1.55,0.22,0.22,,,,,,-0.170,0.080,0.080,5770.00,80.00,80.00,,8.000,,,
HAT-P-65,HAT-P-65,1.21,0.05,0.05,1.86,0.10,0.10,5.460,0.610,0.610,,,0.100,0.080,0.080,5835.00,51.00,51.00,,13.145,0.029,0.029,
HAT-P-66,HAT-P-66,1.25,0.05,0.11,1.88,0.10,0.15,4.660,1.120,0.520,,,0.035,0.080,0.080,6002.00,50.00,50.00,,12.993,0.052,0.052,
rho CrB,rho CrB,0.89,0.03,0.03,1.36,0.03,0.03,,,,,,-0.310,0.050,0.050,5627.00,54.00,54.00,,5.410,,,
HD 42618,HD 42618,1.01,0.06,0.06,1.00,0.09,0.09,,,,,,-0.090,0.040,0.040,5727.00,60.00,60.00,,6.839,,,
HATS-18,HATS-18,1.04,0.05,0.05,1.02,0.03,0.06,4.200,2.200,2.200,,,0.280,0.080,0.080,5600.00,120.00,120.00,,14.067,0.040,0.040,
GJ 536,GJ 536,0.52,0.05,0.05,0.50,0.05,0.05,,,,,,-0.080,0.090,0.090,3685.00,68.00,68.00,,9.720,0.009,0.009,
WASP-20,WASP-20,1.20,0.04,0.04,1.39,0.04,0.04,7.000,1.000,2.000,,,-0.008,0.060,0.060,5940.00,100.00,100.00,,10.680,,,
WASP-21,WASP-21,0.89,0.08,0.08,1.14,0.05,0.05,12.000,5.000,5.000,,,-0.460,0.110,0.110,5800.00,100.00,100.00,,11.580,0.080,0.080,
WASP-22,WASP-22,1.25,0.03,0.07,1.25,0.03,0.03,1.300,1.700,0.700,,,0.260,0.050,0.050,6153.00,50.00,50.00,,12.000,,,
WASP-23,WASP-23,0.78,,0.13,0.77,,0.05,,,,,,,,,5150.00,,100.00,,,,,
WASP-25,WASP-25,1.00,,0.03,0.92,,0.04,,,,,,,,,5703.00,,100.00,,11.880,,,
WASP-26,WASP-26,1.11,,0.03,1.30,,0.06,,,,,,,,,5939.00,,100.00,,,,,
WASP-28,WASP-28,1.02,0.05,0.05,1.09,0.03,0.03,5.000,2.000,3.000,,,-0.290,0.100,0.100,6150.00,140.00,140.00,,12.030,,,
WASP-31,WASP-31,1.16,,0.03,1.25,,0.03,,,,,,,,,6302.00,,102.00,,11.700,0.200,0.200,
WASP-32,WASP-32,1.10,,0.03,1.11,,0.05,,,,,,,,,6100.00,,100.00,,11.300,,,
WASP-34,WASP-34,1.01,,0.07,0.93,,0.12,,,,,,,,,5700.00,,100.00,,10.400,,,
WASP-35,WASP-35,1.07,,0.03,1.09,,0.03,,,,,,,,,5990.00,,90.00,,11.010,0.090,0.090,
WASP-19,WASP-19,0.90,0.04,0.04,1.00,0.02,0.02,,,,,,0.150,0.070,0.070,5568.00,71.00,71.00,,12.590,,,
WASP-36,WASP-36,1.08,0.03,0.03,0.98,0.01,0.01,1.400,3.400,1.500,,,-0.260,0.100,0.100,5959.00,134.00,134.00,,,,,
WASP-38,WASP-38,1.20,,0.04,1.33,,0.03,,,,,,,,,6150.00,,80.00,,9.447,0.024,0.024,
WASP-39,WASP-39,0.93,,0.03,0.90,,0.02,,,,,,,,,5400.00,,150.00,,12.110,0.130,0.130,
WASP-42,WASP-42,0.95,0.06,0.06,0.89,0.03,0.03,4.400,3.400,4.400,,,0.290,0.050,0.050,5315.00,79.00,79.00,,12.570,,,
WASP-43,WASP-43,0.58,,0.05,0.60,,0.04,,,,,,,,,4400.00,,200.00,,12.400,,,
WASP-44,WASP-44,0.95,,0.03,0.93,,0.07,,,,,,,,,5410.00,,150.00,,12.900,,,
WASP-46,WASP-46,0.83,0.08,0.08,0.86,0.03,0.03,9.600,5.500,3.700,,,-0.300,,,5600.00,,,,12.900,,,
WASP-47,WASP-47,1.04,0.08,0.08,1.15,0.04,0.04,,,,,,0.360,0.050,0.050,5576.00,67.00,67.00,,11.900,,,
WASP-48,WASP-48,1.06,0.07,0.07,1.52,0.05,0.05,6.600,5.600,1.200,,,-0.120,0.120,0.120,6000.00,150.00,150.00,,11.720,0.140,0.140,
WASP-50,WASP-50,0.89,,0.08,0.84,,0.03,,,,,,,,,5400.00,,100.00,,11.600,,,
WASP-52,WASP-52,0.87,0.03,0.03,0.79,0.02,0.02,0.400,0.200,0.300,,,0.030,0.120,0.120,5000.00,100.00,100.00,,12.000,,,
WASP-54,WASP-54,1.21,0.03,0.03,1.83,0.08,0.09,6.300,2.400,1.600,,,-0.270,0.080,0.080,6100.00,100.00,100.00,,10.420,0.060,0.060,
WASP-56,WASP-56,1.02,0.02,0.02,1.11,0.02,0.03,6.200,2.100,3.000,,,0.120,0.060,0.060,5600.00,100.00,100.00,,11.484,0.115,0.115,
WASP-57,WASP-57,0.89,0.07,0.07,0.93,0.03,0.03,,,,,,-0.250,0.100,0.100,5600.00,100.00,100.00,,13.040,0.250,0.250,
Kepler-1543,Kepler-1543,1.39,0.14,0.23,1.65,0.30,0.74,1.910,0.443,0.610,,,0.070,0.144,0.137,6561.00,171.68,148.25,,13.487,,,
Kepler-1544,Kepler-1544,0.81,0.03,0.02,0.74,0.02,0.02,2.340,0.872,2.150,,,0.020,0.109,0.113,4886.00,56.64,73.93,,14.061,,,
Kepler-1545,Kepler-1545,0.84,0.05,0.04,0.80,0.05,0.05,4.470,2.710,5.700,,,-0.060,0.165,0.144,5201.00,84.36,136.42,,15.031,,,
Kepler-1546,Kepler-1546,0.95,0.07,0.11,0.93,0.09,0.17,3.720,2.040,4.360,,,0.010,0.169,0.144,5623.00,260.22,325.49,,15.412,,,
Kepler-1547,Kepler-1547,1.12,0.08,0.10,1.18,0.14,0.36,3.390,1.580,1.390,,,0.040,0.151,0.134,6078.00,139.23,94.46,,13.447,,,
Kepler-1548,Kepler-1548,0.99,0.05,0.04,0.97,0.07,0.19,4.370,2.660,3.800,,,0.050,0.157,0.138,5706.00,77.25,63.43,,15.259,,,
Kepler-1549,Kepler-1549,0.88,0.05,0.04,0.84,0.05,0.07,4.790,3.000,6.700,,,0.020,0.160,0.150,5324.00,124.08,103.58,,15.188,,,
Kepler-1550,Kepler-1550,1.07,0.08,0.10,1.11,0.14,0.26,3.550,2.000,2.220,,,0.010,0.184,0.120,5991.00,159.37,161.09,,14.900,,,
Kepler-1551,Kepler-1551,1.14,0.09,0.17,1.22,0.18,0.42,2.880,1.170,1.660,,,0.010,0.170,0.135,6136.00,164.67,242.35,,15.152,,,
Kepler-1552,Kepler-1552,0.85,0.04,0.03,0.78,0.02,0.02,3.310,1.560,2.230,,,-0.070,0.108,0.105,5202.00,75.40,85.40,,14.838,,,
Kepler-1553,Kepler-1553,0.85,0.05,0.04,0.81,0.05,0.06,4.570,2.930,6.170,,,-0.090,0.170,0.143,5288.00,66.74,98.79,,14.955,,,
Kepler-1554,Kepler-1554,0.84,0.06,0.05,0.81,0.06,0.06,4.680,3.030,6.300,,,-0.100,0.185,0.166,5297.00,97.44,102.50,,15.717,,,
Kepler-1555,Kepler-1555,1.04,0.06,0.06,1.06,0.10,0.30,4.370,2.490,2.510,,,0.030,0.174,0.141,5866.00,82.62,71.46,,15.353,,,
Kepler-1556,Kepler-1556,0.97,0.05,0.05,0.95,0.07,0.19,4.900,3.140,4.940,,,0.080,0.156,0.156,5608.00,91.90,69.12,,15.247,,,
Kepler-1557,Kepler-1557,1.11,0.10,0.14,1.17,0.15,0.38,3.310,1.490,1.500,,,0.020,0.173,0.137,6099.00,191.52,112.00,,15.331,,,
Kepler-1558,Kepler-1558,0.83,0.04,0.04,0.79,0.04,0.04,4.900,2.960,5.920,,,0.000,0.157,0.151,5101.00,59.69,59.21,,13.632,,,
Kepler-1559,Kepler-1559,0.86,0.05,0.04,0.82,0.05,0.06,4.270,2.570,6.000,,,-0.040,0.167,0.158,5316.00,97.87,98.57,,14.500,,,
Kepler-1560,Kepler-1560,1.02,0.06,0.06,1.02,0.10,0.20,4.170,2.370,2.940,,,0.040,0.154,0.141,5815.00,136.29,103.32,,13.421,,,
Kepler-1561,Kepler-1561,1.07,0.09,0.12,1.11,0.15,0.27,3.390,1.700,2.490,,,0.040,0.160,0.145,5957.00,233.87,196.63,,14.658,,,
Kepler-1562,Kepler-1562,1.02,0.05,0.06,1.05,0.11,0.29,4.790,2.850,3.180,,,0.110,0.142,0.147,5760.00,73.97,63.34,,15.589,,,
Kepler-1563,Kepler-1563,1.00,0.05,0.05,0.99,0.08,0.15,4.070,2.340,3.220,,,0.020,0.169,0.143,5765.00,106.69,100.22,,13.583,,,
Kepler-1564,Kepler-1564,0.93,0.05,0.04,0.90,0.05,0.11,4.570,2.840,5.760,,,0.030,0.159,0.142,5528.00,90.36,77.11,,15.004,,,
Kepler-1565,Kepler-1565,0.76,0.06,0.04,0.73,0.06,0.04,5.620,3.360,5.670,,,-0.160,0.235,0.161,4940.00,52.60,81.88,,15.329,,,
Kepler-1566,Kepler-1566,0.84,0.05,0.04,0.81,0.05,0.06,5.010,3.260,6.360,,,-0.070,0.160,0.144,5254.00,89.64,97.81,,14.311,,,
Kepler-1567,Kepler-1567,0.95,0.06,0.06,0.93,0.07,0.13,4.170,2.400,4.400,,,-0.030,0.160,0.141,5655.00,167.77,149.03,,15.672,,,
Kepler-1568,Kepler-1568,1.09,0.04,0.04,1.19,0.13,0.18,4.570,2.090,1.390,,,0.090,0.079,0.082,5956.00,55.35,69.05,,13.966,,,
Kepler-1569,Kepler-1569,1.25,0.13,0.21,1.40,0.25,0.61,2.450,0.791,0.997,,,0.060,0.139,0.132,6319.00,219.91,179.66,,13.960,,,
Kepler-1570,Kepler-1570,0.92,0.07,0.09,0.89,0.08,0.15,4.170,2.450,4.720,,,-0.040,0.172,0.146,5550.00,239.62,289.64,,13.961,,,
WASP-58,WASP-58,0.94,0.10,0.10,1.17,0.13,0.13,3.200,2.100,4.500,,,-0.450,0.090,0.090,5800.00,150.00,150.00,,11.660,,,
WASP-60,WASP-60,1.08,0.04,0.04,1.14,0.13,0.13,3.600,2.100,4.300,,,-0.040,0.090,0.090,5900.00,100.00,100.00,,12.180,,,
WASP-61,WASP-61,1.22,,0.07,1.36,,0.03,,,,,,,,,6320.00,,140.00,,12.500,,,
WASP-63,WASP-63,1.32,,0.05,1.88,,0.10,,,,,,,,,5570.00,,90.00,,11.200,,,
WASP-64,WASP-64,1.00,0.03,0.03,1.06,0.03,0.03,1.200,0.700,1.200,,,-0.080,0.110,0.110,5400.00,100.00,100.00,,12.290,,,
WASP-65,WASP-65,0.93,0.14,0.14,1.01,0.05,0.05,8.000,,,,,-0.070,0.070,0.070,5600.00,100.00,100.00,,11.900,0.040,0.040,
WASP-67,WASP-67,0.87,,0.04,0.87,,0.04,,,,,,,,,5240.00,,10.00,,12.500,,,
WASP-68,WASP-68,1.24,0.03,0.03,1.69,0.06,0.11,,,,,,0.220,0.080,0.080,5911.00,60.00,59.00,,10.700,,,
WASP-69,WASP-69,0.83,0.03,0.03,0.81,0.03,0.03,2.000,,,,,0.144,0.077,0.077,4715.00,50.00,50.00,,9.870,0.030,0.030,
WASP-71,WASP-71,1.56,0.07,0.07,2.26,0.17,0.17,2.000,,,,,0.140,0.080,0.080,6059.00,98.00,98.00,,10.560,0.090,0.090,
WASP-72,WASP-72,1.39,0.06,0.06,1.98,0.24,0.24,3.700,1.900,4.000,,,-0.060,0.090,0.090,6250.00,100.00,100.00,,10.880,,,
WASP-75,WASP-75,1.14,0.07,0.07,1.26,0.04,0.04,3.500,0.500,0.500,,,0.070,0.090,0.090,6100.00,100.00,100.00,,11.450,0.010,0.010,
WASP-77 A,WASP-77 A,1.00,0.04,0.04,0.95,0.01,0.01,1.000,0.300,0.500,,,0.000,0.110,0.110,5500.00,80.00,80.00,,10.300,,,
WASP-78,WASP-78,1.17,,0.13,1.60,,0.41,,,,,,,,,6100.00,,150.00,,12.000,,,
WASP-80,WASP-80,0.58,0.05,0.05,0.59,0.02,0.02,,,,,,-0.130,0.170,0.150,4143.00,94.00,92.00,,11.870,,,
WASP-84,WASP-84,0.84,0.04,0.04,0.75,0.01,0.01,1.000,,,,,0.000,0.100,0.100,5314.00,88.00,88.00,,10.830,0.080,0.080,
WASP-88,WASP-88,1.45,0.05,0.05,2.08,0.06,0.12,,,,,,-0.080,0.120,0.120,6431.00,130.00,130.00,,11.400,,,
WASP-94 B,WASP-94 B,1.24,0.09,0.09,1.35,0.12,0.12,4.000,,,,,0.230,0.140,0.140,6040.00,90.00,90.00,,10.500,,,
WASP-95,WASP-95,1.11,0.09,0.09,1.13,0.04,0.08,2.400,1.000,1.700,,,0.140,0.160,0.160,5630.00,130.00,130.00,,,,,
WASP-96,WASP-96,1.06,0.09,0.09,1.05,0.05,0.05,8.000,8.000,26.000,,,0.140,0.190,0.190,5540.00,140.00,140.00,,,,,
WASP-98,WASP-98,0.81,0.06,0.06,0.74,0.02,0.02,2.700,2.700,6.800,,,-0.490,0.100,0.100,5473.00,121.00,121.00,,,,,
WASP-99,WASP-99,1.48,0.10,0.10,1.76,0.06,0.11,1.400,0.600,1.100,,,0.210,0.150,0.150,6180.00,100.00,100.00,,,,,
WASP-100,WASP-100,1.57,0.10,0.10,,,,,,,,,-0.030,0.100,0.100,6900.00,120.00,120.00,,,,,
WASP-101,WASP-101,1.34,0.07,0.07,1.29,0.04,0.04,0.900,0.400,1.300,,,0.200,0.120,0.120,6400.00,110.00,110.00,,,,,
WASP-103,WASP-103,1.22,0.04,0.04,1.44,0.03,0.05,4.000,1.000,1.000,,,0.060,0.130,0.130,6110.00,160.00,160.00,,12.100,,,
WASP-104,WASP-104,1.08,0.05,0.05,0.96,0.03,0.03,3.000,2.000,2.000,,,0.320,0.090,0.090,5475.00,127.00,127.00,,11.120,0.100,0.100,
Kepler-1572,Kepler-1572,0.97,0.04,0.04,0.95,0.07,0.19,4.790,3.020,4.810,,,0.080,0.141,0.138,5618.00,70.62,62.91,,13.950,,,
Kepler-1573,Kepler-1573,1.01,0.05,0.05,1.00,0.08,0.18,4.070,2.360,2.960,,,0.020,0.163,0.135,5808.00,98.49,84.07,,15.180,,,
Kepler-1574,Kepler-1574,1.06,0.06,0.06,1.08,0.10,0.23,3.800,2.110,2.410,,,0.080,0.153,0.138,5892.00,107.29,85.09,,15.158,,,
Kepler-1575,Kepler-1575,0.95,0.06,0.06,0.92,0.07,0.14,4.170,2.490,4.830,,,-0.070,0.189,0.155,5667.00,92.37,140.13,,15.424,,,
Kepler-1576,Kepler-1576,1.05,0.07,0.07,1.06,0.11,0.28,4.070,2.300,2.470,,,0.050,0.161,0.147,5876.00,147.58,104.99,,13.382,,,
Kepler-1577,Kepler-1577,0.78,0.04,0.04,0.74,0.03,0.03,4.270,2.430,6.060,,,0.000,0.164,0.149,4862.00,75.08,84.27,,15.056,,,
Kepler-1578,Kepler-1578,0.90,0.07,0.05,0.86,0.07,0.09,4.270,2.610,5.500,,,-0.130,0.200,0.172,5545.00,74.33,73.20,,15.369,,,
Kepler-1579,Kepler-1579,0.75,0.04,0.03,0.70,0.03,0.02,2.240,0.884,5.000,,,0.110,0.201,0.134,4584.00,74.20,61.63,,15.220,,,
Kepler-1580,Kepler-1580,1.47,0.11,0.11,2.15,0.30,0.30,2.750,0.480,0.530,,,0.120,0.081,0.099,6228.00,81.47,75.22,,12.561,,,
Kepler-1581,Kepler-1581,1.12,0.04,0.06,1.23,0.14,0.20,4.170,1.800,1.160,,,0.070,0.083,0.084,6022.00,66.79,81.89,,12.400,,,
Kepler-1571,Kepler-1571,1.23,0.16,0.25,1.39,0.30,0.62,2.340,0.827,1.450,,,0.040,0.161,0.130,6297.00,313.54,339.05,,13.767,,,
Kepler-1582,Kepler-1582,0.28,0.03,0.03,0.30,0.03,0.02,7.760,5.060,4.710,,,0.480,0.026,0.011,3208.00,23.86,24.62,,17.058,,,
Kepler-1583,Kepler-1583,0.94,0.06,0.05,0.91,0.07,0.12,4.270,2.560,4.730,,,-0.070,0.174,0.149,5645.00,81.55,83.87,,12.897,,,
Kepler-1584,Kepler-1584,1.10,0.07,0.09,1.13,0.12,0.28,3.310,1.600,1.600,,,0.000,0.196,0.140,6069.00,93.46,86.35,,14.924,,,
Kepler-1585,Kepler-1585,0.94,0.05,0.05,0.91,0.06,0.12,4.370,2.640,5.300,,,0.080,0.140,0.144,5538.00,154.22,111.30,,15.965,,,
Kepler-1586,Kepler-1586,1.45,0.19,0.23,1.75,0.37,0.69,1.700,0.380,0.751,,,0.060,0.152,0.133,6681.00,299.60,268.00,,13.096,,,
Kepler-1587,Kepler-1587,1.08,0.04,0.06,1.22,0.15,0.19,5.010,1.900,1.460,,,0.070,0.087,0.090,5933.00,77.98,79.13,,14.090,,,
Kepler-1588,Kepler-1588,0.96,0.05,0.04,0.99,0.08,0.12,5.500,3.300,2.610,,,-0.140,0.130,0.126,5817.00,56.87,69.45,,13.858,,,
Kepler-1589,Kepler-1589,1.18,0.11,0.17,1.25,0.18,0.50,2.750,1.110,1.260,,,0.080,0.145,0.149,6166.00,232.41,169.76,,14.978,,,
Kepler-1590,Kepler-1590,1.11,0.07,0.10,1.16,0.14,0.34,3.390,1.620,1.600,,,0.030,0.161,0.134,6053.00,137.00,122.92,,14.110,,,
Kepler-1591,Kepler-1591,1.10,0.10,0.13,1.16,0.17,0.36,3.240,1.440,2.040,,,0.010,0.175,0.136,6082.00,232.08,168.06,,14.686,,,
Kepler-1592,Kepler-1592,1.18,0.12,0.20,1.28,0.23,0.57,2.690,0.958,1.320,,,0.040,0.167,0.129,6213.00,246.35,223.89,,14.803,,,
Kepler-1593,Kepler-1593,0.81,0.05,0.06,0.77,0.05,0.07,3.630,2.010,6.390,,,0.020,0.168,0.170,4995.00,219.42,243.24,,15.873,,,
Kepler-1594,Kepler-1594,1.06,0.07,0.07,1.08,0.11,0.26,3.890,2.100,2.010,,,0.030,0.167,0.140,5946.00,125.41,94.80,,14.801,,,
Kepler-1595,Kepler-1595,0.84,0.04,0.04,0.80,0.04,0.05,4.680,2.850,6.190,,,-0.020,0.166,0.152,5203.00,66.07,61.17,,15.448,,,
Kepler-1596,Kepler-1596,0.95,0.07,0.05,0.92,0.07,0.11,3.890,2.230,4.280,,,-0.110,0.213,0.162,5706.00,66.32,76.54,,15.370,,,
Kepler-1597,Kepler-1597,1.25,0.11,0.20,1.39,0.21,0.61,2.400,0.766,0.706,,,0.020,0.184,0.125,6377.00,114.19,131.93,,14.144,,,
Kepler-1598,Kepler-1598,1.07,0.06,0.07,1.09,0.10,0.31,3.800,2.060,2.060,,,0.040,0.160,0.145,5940.00,88.75,75.00,,13.874,,,
Kepler-1599,Kepler-1599,0.99,0.05,0.06,0.99,0.09,0.18,4.270,2.500,3.460,,,0.020,0.159,0.133,5767.00,125.25,97.64,,14.945,,,
Kepler-1600,Kepler-1600,0.86,0.04,0.04,0.82,0.04,0.05,4.680,2.900,6.440,,,0.070,0.146,0.144,5214.00,91.43,66.69,,15.825,,,
Kepler-1601,Kepler-1601,1.04,0.06,0.07,1.07,0.12,0.31,4.270,2.510,2.480,,,0.050,0.154,0.145,5869.00,118.62,90.84,,13.764,,,
Kepler-508,Kepler-508,1.16,0.05,0.06,1.25,0.12,0.20,3.550,1.580,1.190,,,0.180,0.087,0.091,6025.00,99.94,95.04,,11.472,,,
Kepler-509,Kepler-509,1.10,0.04,0.04,1.20,0.03,0.03,4.270,0.760,0.800,,,0.010,0.083,0.083,6060.00,63.40,69.98,,11.854,,,
Kepler-510,Kepler-510,0.91,0.05,0.06,1.41,0.05,0.06,10.470,2.100,2.300,,,-0.350,0.079,0.095,5746.00,58.76,66.60,,11.947,,,
Kepler-511,Kepler-511,1.00,0.06,0.06,1.20,0.19,0.32,7.940,1.990,1.300,,,0.010,0.153,0.071,5770.00,56.66,52.35,,12.747,,,
Kepler-512,Kepler-512,1.17,0.05,0.07,1.30,0.15,0.24,3.720,1.500,1.000,,,0.220,0.076,0.082,5997.00,67.77,75.84,,12.674,,,
Kepler-513,Kepler-513,1.02,0.04,0.04,1.06,0.10,0.15,5.500,3.010,1.900,,,-0.010,0.112,0.096,5849.00,55.43,61.71,,12.935,,,
Kepler-514,Kepler-514,1.28,0.05,0.07,1.44,0.16,0.23,2.690,0.901,0.500,,,0.360,0.071,0.067,6106.00,68.20,72.75,,12.182,,,
Kepler-515,Kepler-515,0.90,0.03,0.03,0.83,0.03,0.03,3.390,1.770,3.430,,,0.080,0.112,0.139,5293.00,61.29,49.66,,12.713,,,
Kepler-516,Kepler-516,1.62,0.17,0.18,2.02,0.41,0.50,1.320,0.190,0.280,,,0.010,0.159,0.157,7099.00,234.72,172.50,,12.059,,,
Kepler-517,Kepler-517,0.95,0.04,0.04,0.98,0.08,0.12,6.310,3.810,3.150,,,-0.060,0.115,0.106,5690.00,68.99,85.16,,12.193,,,
Kepler-518,Kepler-518,0.96,0.02,0.02,0.88,0.02,0.02,1.350,0.240,0.470,,,-0.230,0.083,0.079,5842.00,51.77,57.63,,12.549,,,
Kepler-519,Kepler-519,0.89,0.03,0.02,0.80,0.01,0.01,1.910,0.602,1.260,,,0.010,0.091,0.092,5260.00,70.24,74.38,,12.630,,,
Kepler-520,Kepler-520,1.10,0.04,0.04,1.09,0.05,0.05,2.040,0.619,1.070,,,-0.030,0.099,0.094,6112.00,60.87,68.96,,12.797,,,
Kepler-521,Kepler-521,1.34,0.06,0.06,1.46,0.11,0.14,1.780,0.499,0.632,,,0.250,0.084,0.078,6406.00,86.67,90.67,,12.885,,,
Kepler-522,Kepler-522,1.54,0.11,0.14,1.98,0.35,0.43,1.700,0.250,0.230,,,0.410,0.039,0.038,6392.00,64.51,72.53,,12.211,,,
Kepler-523,Kepler-523,0.93,0.03,0.03,0.86,0.03,0.02,2.450,1.020,1.760,,,-0.030,0.109,0.095,5515.00,48.73,51.74,,12.465,,,
Kepler-524,Kepler-524,1.09,0.04,0.04,1.10,0.06,0.08,3.020,1.340,1.670,,,0.020,0.081,0.081,6014.00,86.17,75.23,,13.928,,,
Kepler-525,Kepler-525,0.95,0.04,0.04,1.15,0.18,0.16,10.470,4.470,2.200,,,0.110,0.082,0.085,5573.00,79.46,77.72,,13.497,,,
Kepler-526,Kepler-526,1.15,0.04,0.04,1.14,0.06,0.07,2.140,0.832,1.310,,,0.340,0.069,0.070,5894.00,84.44,80.86,,13.046,,,
